Time, Density
0, 0.16231362467866325
0.9589041095890387, 0.08673521850899743
1.9863013698630105, 0.06478149100257069
2.945205479452053, 0.06802056555269922
3.972602739726028, 0.06694087403598972
4.931506849315067, 0.06334190231362469
5.958904109589039, 0.05650385604113112
7.945205479452053, 0.05650385604113112
9.931506849315067, 0.05866323907455012
6.9863013698630105, 0.08565552699228793
8.972602739726028, 0.04318766066838048
10.958904109589039, 0.032030848329048844
11.98630136986301, 0.02159383033419024
12.945205479452053, 0.01511568123393317
13.972602739726028, 0.019074550128534706
14.931506849315067, 0.01475578406169667
15.958904109589039, 0.0082776349614396
16.98630136986301, 0.006478149100257097
18.013698630136982, 0.005038560411311066
18.972602739726025, 0.003958868894601536
20.068493150684933, 0.0046786632390745375
21.027397260273975, 0.0043187660668380645
21.986301369863018, 0.0035989717223650353
22.945205479452053, 0.0017994858611825315
23.972602739726025, 0.0021593830334190323
24.931506849315067, 0.0021593830334190323
26.02739726027397, 0.0021593830334190323
26.98630136986301, 0.0017994858611825315
27.94520547945206, 0.0025192802056555608
28.97260273972603, 0.0025192802056555608
30.000000000000004, 0.0021593830334190323
31.027397260273975, 0.0032390745501285068
32.054794520547944, 0.0017994858611825315
33.013698630136986, 0.001439588688946003
33.97260273972603, 0.00107969151670953
35, 0.0007197943444730015
36.02739726027397, 0.00107969151670953
36.986301369863014, 0.0007197943444730015
38.013698630136986, 0.00107969151670953
39.04109589041096, 0.00107969151670953
40, 0.00107969151670953
