date,cases
2020-01-01,0
2020-01-02,0
2020-01-03,0
2020-01-04,0
2020-01-05,0
2020-01-06,0
2020-01-07,0
2020-01-08,0
2020-01-09,0
2020-01-10,0
2020-01-11,0
2020-01-12,0
2020-01-13,0
2020-01-14,0
2020-01-15,0
2020-01-16,0
2020-01-17,0
2020-01-18,0
2020-01-19,0
2020-01-20,0
2020-01-21,0
2020-01-22,0
2020-01-23,0
2020-01-24,0
2020-01-25,0
2020-01-26,0
2020-01-27,0
2020-01-28,0
2020-01-29,0
2020-01-30,0
2020-01-31,0
2020-02-01,0
2020-02-02,0
2020-02-03,0
2020-02-04,0
2020-02-05,0
2020-02-06,0
2020-02-07,0
2020-02-08,0
2020-02-09,0
2020-02-10,0
2020-02-11,0
2020-02-12,0
2020-02-13,0
2020-02-14,0
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,0
2020-03-05,0
2020-03-06,-1
2020-03-07,-1
2020-03-08,-1
2020-03-09,0
2020-03-10,-1
2020-03-11,-1
2020-03-12,4
2020-03-13,-1
2020-03-14,4
2020-03-15,5
2020-03-16,6
2020-03-17,-1
2020-03-18,5
2020-03-19,5
2020-03-20,5
2020-03-21,4
2020-03-22,-1
2020-03-23,4
2020-03-24,5
2020-03-25,5
2020-03-26,13
2020-03-27,10
2020-03-28,14
2020-03-29,13
2020-03-30,12
2020-03-31,10
2020-04-01,10
2020-04-02,15
2020-04-03,11
2020-04-04,12
2020-04-05,9
2020-04-06,11
2020-04-07,9
2020-04-08,13
2020-04-09,17
2020-04-10,9
2020-04-11,12
2020-04-12,26
2020-04-13,16
2020-04-14,13
2020-04-15,14
2020-04-16,16
2020-04-17,7
2020-04-18,16
2020-04-19,10
2020-04-20,17
2020-04-21,16
2020-04-22,16
2020-04-23,13
2020-04-24,7
2020-04-25,16
2020-04-26,16
2020-04-27,16
2020-04-28,12
2020-04-29,13
2020-04-30,15
2020-05-01,10
2020-05-02,17
2020-05-03,11
2020-05-04,8
2020-05-05,11
2020-05-06,18
2020-05-07,6
2020-05-08,12
2020-05-09,7
