date,cases
2020-01-01,0
2020-01-02,0
2020-01-03,0
2020-01-04,0
2020-01-05,0
2020-01-06,0
2020-01-07,0
2020-01-08,0
2020-01-09,0
2020-01-10,0
2020-01-11,0
2020-01-12,0
2020-01-13,0
2020-01-14,0
2020-01-15,0
2020-01-16,0
2020-01-17,0
2020-01-18,0
2020-01-19,0
2020-01-20,0
2020-01-21,0
2020-01-22,0
2020-01-23,0
2020-01-24,0
2020-01-25,0
2020-01-26,0
2020-01-27,0
2020-01-28,0
2020-01-29,0
2020-01-30,0
2020-01-31,0
2020-02-01,0
2020-02-02,0
2020-02-03,0
2020-02-04,0
2020-02-05,0
2020-02-06,0
2020-02-07,0
2020-02-08,0
2020-02-09,-1
2020-02-10,0
2020-02-11,-1
2020-02-12,0
2020-02-13,0
2020-02-14,-1
2020-02-15,0
2020-02-16,-1
2020-02-17,-1
2020-02-18,0
2020-02-19,-1
2020-02-20,-1
2020-02-21,-1
2020-02-22,4
2020-02-23,5
2020-02-24,-1
2020-02-25,8
2020-02-26,10
2020-02-27,6
2020-02-28,10
2020-02-29,5
2020-03-01,15
2020-03-02,14
2020-03-03,12
2020-03-04,12
2020-03-05,24
2020-03-06,11
2020-03-07,17
2020-03-08,18
2020-03-09,23
2020-03-10,23
2020-03-11,19
2020-03-12,23
2020-03-13,24
2020-03-14,23
2020-03-15,29
2020-03-16,25
2020-03-17,24
2020-03-18,21
2020-03-19,35
2020-03-20,30
2020-03-21,24
2020-03-22,24
2020-03-23,34
2020-03-24,22
2020-03-25,17
2020-03-26,21
2020-03-27,29
2020-03-28,10
2020-03-29,29
2020-03-30,19
2020-03-31,26
2020-04-01,22
2020-04-02,19
2020-04-03,21
2020-04-04,18
2020-04-05,23
2020-04-06,18
2020-04-07,23
2020-04-08,18
2020-04-09,18
2020-04-10,20
2020-04-11,18
2020-04-12,18
2020-04-13,13
2020-04-14,15
2020-04-15,18
2020-04-16,12
2020-04-17,4
2020-04-18,11
2020-04-19,9
2020-04-20,9
2020-04-21,14
2020-04-22,13
2020-04-23,10
2020-04-24,5
2020-04-25,6
2020-04-26,14
2020-04-27,-1
2020-04-28,4
2020-04-29,5
2020-04-30,7
2020-05-01,4
2020-05-02,0
2020-05-03,-1
2020-05-04,6
2020-05-05,-1
2020-05-06,-1
2020-05-07,0
2020-05-08,-1
