date,cases
2020-01-01,0
2020-01-02,0
2020-01-03,0
2020-01-04,0
2020-01-05,0
2020-01-06,0
2020-01-07,0
2020-01-08,0
2020-01-09,0
2020-01-10,0
2020-01-11,0
2020-01-12,0
2020-01-13,0
2020-01-14,0
2020-01-15,0
2020-01-16,0
2020-01-17,0
2020-01-18,0
2020-01-19,0
2020-01-20,0
2020-01-21,0
2020-01-22,0
2020-01-23,0
2020-01-24,0
2020-01-25,0
2020-01-26,0
2020-01-27,0
2020-01-28,0
2020-01-29,0
2020-01-30,0
2020-01-31,0
2020-02-01,0
2020-02-02,0
2020-02-03,0
2020-02-04,0
2020-02-05,0
2020-02-06,0
2020-02-07,0
2020-02-08,0
2020-02-09,0
2020-02-10,0
2020-02-11,0
2020-02-12,-1
2020-02-13,0
2020-02-14,0
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,-1
2020-02-19,-1
2020-02-20,-1
2020-02-21,-1
2020-02-22,-1
2020-02-23,-1
2020-02-24,6
2020-02-25,7
2020-02-26,4
2020-02-27,-1
2020-02-28,7
2020-02-29,11
2020-03-01,8
2020-03-02,13
2020-03-03,12
2020-03-04,8
2020-03-05,19
2020-03-06,13
2020-03-07,13
2020-03-08,18
2020-03-09,12
2020-03-10,20
2020-03-11,10
2020-03-12,19
2020-03-13,18
2020-03-14,13
2020-03-15,17
2020-03-16,14
2020-03-17,20
2020-03-18,16
2020-03-19,30
2020-03-20,18
2020-03-21,24
2020-03-22,27
2020-03-23,24
2020-03-24,26
2020-03-25,22
2020-03-26,25
2020-03-27,21
2020-03-28,27
2020-03-29,24
2020-03-30,23
2020-03-31,30
2020-04-01,31
2020-04-02,22
2020-04-03,26
2020-04-04,28
2020-04-05,26
2020-04-06,26
2020-04-07,29
2020-04-08,20
2020-04-09,33
2020-04-10,29
2020-04-11,32
2020-04-12,28
2020-04-13,23
2020-04-14,29
2020-04-15,22
2020-04-16,17
2020-04-17,30
2020-04-18,18
2020-04-19,28
2020-04-20,16
2020-04-21,10
2020-04-22,14
2020-04-23,15
2020-04-24,12
2020-04-25,13
2020-04-26,17
2020-04-27,9
2020-04-28,7
2020-04-29,10
2020-04-30,12
2020-05-01,9
2020-05-02,10
2020-05-03,12
2020-05-04,8
2020-05-05,11
2020-05-06,8
2020-05-07,5
2020-05-08,6
2020-05-09,4
