date,cases
2020-01-01,0
2020-01-02,0
2020-01-03,0
2020-01-04,0
2020-01-05,0
2020-01-06,0
2020-01-07,0
2020-01-08,0
2020-01-09,0
2020-01-10,0
2020-01-11,0
2020-01-12,0
2020-01-13,0
2020-01-14,0
2020-01-15,0
2020-01-16,0
2020-01-17,0
2020-01-18,0
2020-01-19,0
2020-01-20,0
2020-01-21,0
2020-01-22,0
2020-01-23,0
2020-01-24,0
2020-01-25,0
2020-01-26,0
2020-01-27,0
2020-01-28,0
2020-01-29,0
2020-01-30,0
2020-01-31,0
2020-02-01,0
2020-02-02,0
2020-02-03,0
2020-02-04,0
2020-02-05,0
2020-02-06,0
2020-02-07,0
2020-02-08,0
2020-02-09,0
2020-02-10,0
2020-02-11,0
2020-02-12,0
2020-02-13,0
2020-02-14,0
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,0
2020-03-05,0
2020-03-06,0
2020-03-07,-1
2020-03-08,0
2020-03-09,0
2020-03-10,0
2020-03-11,0
2020-03-12,-1
2020-03-13,4
2020-03-14,-1
2020-03-15,-1
2020-03-16,-1
2020-03-17,-1
2020-03-18,7
2020-03-19,9
2020-03-20,0
2020-03-21,16
2020-03-22,28
2020-03-23,27
2020-03-24,38
2020-03-25,44
2020-03-26,47
2020-03-27,59
2020-03-28,63
2020-03-29,74
2020-03-30,72
2020-03-31,101
2020-04-01,87
2020-04-02,96
2020-04-03,117
2020-04-04,133
2020-04-05,166
2020-04-06,152
2020-04-07,184
2020-04-08,189
2020-04-09,162
2020-04-10,173
2020-04-11,181
2020-04-12,191
2020-04-13,188
2020-04-14,187
2020-04-15,179
2020-04-16,197
2020-04-17,194
2020-04-18,192
2020-04-19,166
2020-04-20,186
2020-04-21,177
2020-04-22,175
2020-04-23,147
2020-04-24,178
2020-04-25,181
2020-04-26,190
2020-04-27,160
2020-04-28,182
2020-04-29,139
2020-04-30,149
2020-05-01,144
2020-05-02,175
2020-05-03,143
2020-05-04,149
2020-05-05,135
2020-05-06,145
2020-05-07,152
2020-05-08,145
2020-05-09,144
