date,cases
2020-01-01,0
2020-01-02,0
2020-01-03,0
2020-01-04,0
2020-01-05,0
2020-01-06,0
2020-01-07,0
2020-01-08,0
2020-01-09,0
2020-01-10,0
2020-01-11,0
2020-01-12,0
2020-01-13,0
2020-01-14,0
2020-01-15,0
2020-01-16,0
2020-01-17,0
2020-01-18,0
2020-01-19,0
2020-01-20,0
2020-01-21,0
2020-01-22,0
2020-01-23,0
2020-01-24,0
2020-01-25,0
2020-01-26,0
2020-01-27,0
2020-01-28,0
2020-01-29,0
2020-01-30,0
2020-01-31,0
2020-02-01,0
2020-02-02,0
2020-02-03,0
2020-02-04,0
2020-02-05,0
2020-02-06,0
2020-02-07,0
2020-02-08,0
2020-02-09,0
2020-02-10,0
2020-02-11,0
2020-02-12,0
2020-02-13,0
2020-02-14,0
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,-1
2020-02-25,0
2020-02-26,-1
2020-02-27,-1
2020-02-28,4
2020-02-29,0
2020-03-01,-1
2020-03-02,-1
2020-03-03,4
2020-03-04,-1
2020-03-05,8
2020-03-06,9
2020-03-07,11
2020-03-08,18
2020-03-09,22
2020-03-10,35
2020-03-11,34
2020-03-12,35
2020-03-13,29
2020-03-14,49
2020-03-15,69
2020-03-16,52
2020-03-17,63
2020-03-18,52
2020-03-19,81
2020-03-20,68
2020-03-21,62
2020-03-22,85
2020-03-23,74
2020-03-24,98
2020-03-25,97
2020-03-26,89
2020-03-27,91
2020-03-28,99
2020-03-29,109
2020-03-30,116
2020-03-31,107
2020-04-01,127
2020-04-02,141
2020-04-03,139
2020-04-04,133
2020-04-05,130
2020-04-06,158
2020-04-07,205
2020-04-08,224
2020-04-09,219
2020-04-10,239
2020-04-11,253
2020-04-12,249
2020-04-13,234
2020-04-14,208
2020-04-15,209
2020-04-16,247
2020-04-17,231
2020-04-18,208
2020-04-19,210
2020-04-20,175
2020-04-21,203
2020-04-22,173
2020-04-23,172
2020-04-24,122
2020-04-25,134
2020-04-26,130
2020-04-27,126
2020-04-28,105
2020-04-29,99
2020-04-30,110
2020-05-01,94
2020-05-02,62
2020-05-03,42
2020-05-04,51
2020-05-05,37
2020-05-06,32
2020-05-07,38
2020-05-08,35
2020-05-09,29
