date,cases
2020-01-01,0
2020-01-02,0
2020-01-03,0
2020-01-04,0
2020-01-05,0
2020-01-06,0
2020-01-07,0
2020-01-08,0
2020-01-09,0
2020-01-10,0
2020-01-11,0
2020-01-12,0
2020-01-13,0
2020-01-14,0
2020-01-15,0
2020-01-16,0
2020-01-17,0
2020-01-18,0
2020-01-19,0
2020-01-20,0
2020-01-21,0
2020-01-22,0
2020-01-23,0
2020-01-24,0
2020-01-25,0
2020-01-26,0
2020-01-27,0
2020-01-28,0
2020-01-29,0
2020-01-30,0
2020-01-31,0
2020-02-01,0
2020-02-02,0
2020-02-03,0
2020-02-04,0
2020-02-05,0
2020-02-06,0
2020-02-07,0
2020-02-08,0
2020-02-09,-1
2020-02-10,0
2020-02-11,0
2020-02-12,0
2020-02-13,-1
2020-02-14,0
2020-02-15,0
2020-02-16,0
2020-02-17,-1
2020-02-18,-1
2020-02-19,-1
2020-02-20,-1
2020-02-21,4
2020-02-22,-1
2020-02-23,6
2020-02-24,4
2020-02-25,4
2020-02-26,11
2020-02-27,6
2020-02-28,13
2020-02-29,9
2020-03-01,8
2020-03-02,20
2020-03-03,18
2020-03-04,14
2020-03-05,20
2020-03-06,18
2020-03-07,21
2020-03-08,14
2020-03-09,27
2020-03-10,29
2020-03-11,27
2020-03-12,24
2020-03-13,31
2020-03-14,32
2020-03-15,28
2020-03-16,31
2020-03-17,39
2020-03-18,36
2020-03-19,45
2020-03-20,45
2020-03-21,36
2020-03-22,45
2020-03-23,57
2020-03-24,47
2020-03-25,56
2020-03-26,61
2020-03-27,61
2020-03-28,71
2020-03-29,80
2020-03-30,63
2020-03-31,73
2020-04-01,70
2020-04-02,73
2020-04-03,91
2020-04-04,76
2020-04-05,71
2020-04-06,96
2020-04-07,76
2020-04-08,68
2020-04-09,66
2020-04-10,62
2020-04-11,57
2020-04-12,57
2020-04-13,59
2020-04-14,59
2020-04-15,60
2020-04-16,49
2020-04-17,39
2020-04-18,30
2020-04-19,39
2020-04-20,29
2020-04-21,30
2020-04-22,24
2020-04-23,23
2020-04-24,16
2020-04-25,12
2020-04-26,25
2020-04-27,13
2020-04-28,9
2020-04-29,13
2020-04-30,17
2020-05-01,6
2020-05-02,13
2020-05-03,14
2020-05-04,6
2020-05-05,14
2020-05-06,7
2020-05-07,8
2020-05-08,9
2020-05-09,4
