date,cases
2020-01-01,0
2020-01-02,0
2020-01-03,0
2020-01-04,0
2020-01-05,0
2020-01-06,0
2020-01-07,0
2020-01-08,0
2020-01-09,0
2020-01-10,0
2020-01-11,0
2020-01-12,0
2020-01-13,0
2020-01-14,0
2020-01-15,0
2020-01-16,0
2020-01-17,0
2020-01-18,0
2020-01-19,0
2020-01-20,0
2020-01-21,0
2020-01-22,0
2020-01-23,0
2020-01-24,0
2020-01-25,0
2020-01-26,0
2020-01-27,0
2020-01-28,0
2020-01-29,0
2020-01-30,0
2020-01-31,0
2020-02-01,0
2020-02-02,0
2020-02-03,0
2020-02-04,0
2020-02-05,0
2020-02-06,0
2020-02-07,0
2020-02-08,0
2020-02-09,0
2020-02-10,0
2020-02-11,0
2020-02-12,-1
2020-02-13,0
2020-02-14,0
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,-1
2020-02-23,0
2020-02-24,-1
2020-02-25,-1
2020-02-26,-1
2020-02-27,-1
2020-02-28,-1
2020-02-29,-1
2020-03-01,-1
2020-03-02,4
2020-03-03,-1
2020-03-04,4
2020-03-05,5
2020-03-06,10
2020-03-07,7
2020-03-08,15
2020-03-09,16
2020-03-10,15
2020-03-11,20
2020-03-12,13
2020-03-13,14
2020-03-14,19
2020-03-15,13
2020-03-16,12
2020-03-17,17
2020-03-18,12
2020-03-19,18
2020-03-20,14
2020-03-21,29
2020-03-22,15
2020-03-23,23
2020-03-24,23
2020-03-25,21
2020-03-26,28
2020-03-27,18
2020-03-28,18
2020-03-29,25
2020-03-30,22
2020-03-31,31
2020-04-01,26
2020-04-02,28
2020-04-03,30
2020-04-04,26
2020-04-05,30
2020-04-06,24
2020-04-07,25
2020-04-08,24
2020-04-09,19
2020-04-10,29
2020-04-11,32
2020-04-12,31
2020-04-13,24
2020-04-14,27
2020-04-15,26
2020-04-16,26
2020-04-17,27
2020-04-18,24
2020-04-19,20
2020-04-20,26
2020-04-21,24
2020-04-22,28
2020-04-23,16
2020-04-24,19
2020-04-25,14
2020-04-26,21
2020-04-27,17
2020-04-28,13
2020-04-29,18
2020-04-30,9
2020-05-01,15
2020-05-02,12
2020-05-03,18
2020-05-04,7
2020-05-05,12
2020-05-06,24
2020-05-07,5
2020-05-08,4
2020-05-09,7
