date,cases
2020-01-01,0
2020-01-02,0
2020-01-03,0
2020-01-04,0
2020-01-05,0
2020-01-06,0
2020-01-07,0
2020-01-08,0
2020-01-09,0
2020-01-10,0
2020-01-11,0
2020-01-12,0
2020-01-13,0
2020-01-14,0
2020-01-15,0
2020-01-16,0
2020-01-17,0
2020-01-18,0
2020-01-19,0
2020-01-20,0
2020-01-21,0
2020-01-22,0
2020-01-23,0
2020-01-24,0
2020-01-25,0
2020-01-26,0
2020-01-27,0
2020-01-28,0
2020-01-29,0
2020-01-30,0
2020-01-31,0
2020-02-01,0
2020-02-02,0
2020-02-03,0
2020-02-04,0
2020-02-05,0
2020-02-06,0
2020-02-07,0
2020-02-08,0
2020-02-09,0
2020-02-10,0
2020-02-11,0
2020-02-12,0
2020-02-13,0
2020-02-14,0
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,-1
2020-02-28,-1
2020-02-29,-1
2020-03-01,-1
2020-03-02,-1
2020-03-03,-1
2020-03-04,-1
2020-03-05,-1
2020-03-06,7
2020-03-07,13
2020-03-08,11
2020-03-09,14
2020-03-10,16
2020-03-11,32
2020-03-12,25
2020-03-13,51
2020-03-14,47
2020-03-15,32
2020-03-16,43
2020-03-17,59
2020-03-18,68
2020-03-19,32
2020-03-20,37
2020-03-21,50
2020-03-22,60
2020-03-23,49
2020-03-24,43
2020-03-25,54
2020-03-26,53
2020-03-27,100
2020-03-28,74
2020-03-29,68
2020-03-30,63
2020-03-31,96
2020-04-01,78
2020-04-02,101
2020-04-03,70
2020-04-04,87
2020-04-05,106
2020-04-06,70
2020-04-07,71
2020-04-08,133
2020-04-09,84
2020-04-10,110
2020-04-11,94
2020-04-12,68
2020-04-13,49
2020-04-14,47
2020-04-15,101
2020-04-16,124
2020-04-17,90
2020-04-18,93
2020-04-19,38
2020-04-20,98
2020-04-21,118
2020-04-22,78
2020-04-23,120
2020-04-24,116
2020-04-25,65
2020-04-26,37
2020-04-27,42
2020-04-28,83
2020-04-29,107
2020-04-30,84
2020-05-01,44
2020-05-02,47
2020-05-03,33
2020-05-04,24
2020-05-05,47
2020-05-06,73
2020-05-07,44
2020-05-08,43
2020-05-09,43
