date,cases
2020-01-01,0
2020-01-02,0
2020-01-03,0
2020-01-04,0
2020-01-05,0
2020-01-06,0
2020-01-07,0
2020-01-08,0
2020-01-09,0
2020-01-10,0
2020-01-11,0
2020-01-12,0
2020-01-13,0
2020-01-14,0
2020-01-15,0
2020-01-16,0
2020-01-17,0
2020-01-18,0
2020-01-19,0
2020-01-20,0
2020-01-21,0
2020-01-22,0
2020-01-23,0
2020-01-24,0
2020-01-25,0
2020-01-26,0
2020-01-27,0
2020-01-28,0
2020-01-29,0
2020-01-30,0
2020-01-31,0
2020-02-01,0
2020-02-02,0
2020-02-03,0
2020-02-04,0
2020-02-05,0
2020-02-06,0
2020-02-07,0
2020-02-08,0
2020-02-09,0
2020-02-10,0
2020-02-11,0
2020-02-12,0
2020-02-13,0
2020-02-14,0
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,-1
2020-02-23,-1
2020-02-24,-1
2020-02-25,0
2020-02-26,-1
2020-02-27,4
2020-02-28,-1
2020-02-29,-1
2020-03-01,7
2020-03-02,4
2020-03-03,7
2020-03-04,11
2020-03-05,16
2020-03-06,10
2020-03-07,19
2020-03-08,18
2020-03-09,21
2020-03-10,23
2020-03-11,15
2020-03-12,10
2020-03-13,17
2020-03-14,25
2020-03-15,19
2020-03-16,28
2020-03-17,21
2020-03-18,25
2020-03-19,45
2020-03-20,23
2020-03-21,28
2020-03-22,33
2020-03-23,18
2020-03-24,24
2020-03-25,34
2020-03-26,24
2020-03-27,21
2020-03-28,21
2020-03-29,21
2020-03-30,13
2020-03-31,19
2020-04-01,15
2020-04-02,27
2020-04-03,21
2020-04-04,18
2020-04-05,20
2020-04-06,10
2020-04-07,10
2020-04-08,13
2020-04-09,23
2020-04-10,18
2020-04-11,12
2020-04-12,16
2020-04-13,7
2020-04-14,19
2020-04-15,20
2020-04-16,12
2020-04-17,10
2020-04-18,14
2020-04-19,16
2020-04-20,8
2020-04-21,9
2020-04-22,9
2020-04-23,8
2020-04-24,10
2020-04-25,4
2020-04-26,14
2020-04-27,8
2020-04-28,7
2020-04-29,5
2020-04-30,5
2020-05-01,6
2020-05-02,6
2020-05-03,6
2020-05-04,-1
2020-05-05,4
2020-05-06,5
2020-05-07,4
2020-05-08,-1
2020-05-09,-1
