date,cases
2020-01-01,0
2020-01-02,0
2020-01-03,0
2020-01-04,0
2020-01-05,0
2020-01-06,0
2020-01-07,0
2020-01-08,0
2020-01-09,0
2020-01-10,0
2020-01-11,0
2020-01-12,0
2020-01-13,0
2020-01-14,0
2020-01-15,0
2020-01-16,0
2020-01-17,0
2020-01-18,0
2020-01-19,0
2020-01-20,0
2020-01-21,0
2020-01-22,0
2020-01-23,0
2020-01-24,0
2020-01-25,0
2020-01-26,0
2020-01-27,0
2020-01-28,0
2020-01-29,0
2020-01-30,0
2020-01-31,0
2020-02-01,0
2020-02-02,0
2020-02-03,0
2020-02-04,0
2020-02-05,0
2020-02-06,0
2020-02-07,0
2020-02-08,0
2020-02-09,0
2020-02-10,0
2020-02-11,0
2020-02-12,0
2020-02-13,0
2020-02-14,0
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,0
2020-03-05,0
2020-03-06,0
2020-03-07,0
2020-03-08,0
2020-03-09,0
2020-03-10,0
2020-03-11,0
2020-03-12,0
2020-03-13,-1
2020-03-14,0
2020-03-15,-1
2020-03-16,-1
2020-03-17,-1
2020-03-18,-1
2020-03-19,-1
2020-03-20,-1
2020-03-21,-1
2020-03-22,-1
2020-03-23,8
2020-03-24,14
2020-03-25,17
2020-03-26,8
2020-03-27,17
2020-03-28,24
2020-03-29,28
2020-03-30,31
2020-03-31,38
2020-04-01,35
2020-04-02,53
2020-04-03,39
2020-04-04,58
2020-04-05,51
2020-04-06,53
2020-04-07,48
2020-04-08,40
2020-04-09,39
2020-04-10,54
2020-04-11,67
2020-04-12,74
2020-04-13,76
2020-04-14,64
2020-04-15,83
2020-04-16,73
2020-04-17,85
2020-04-18,67
2020-04-19,75
2020-04-20,86
2020-04-21,82
2020-04-22,80
2020-04-23,92
2020-04-24,116
2020-04-25,105
2020-04-26,82
2020-04-27,77
2020-04-28,83
2020-04-29,76
2020-04-30,79
2020-05-01,80
2020-05-02,95
2020-05-03,79
2020-05-04,71
2020-05-05,96
2020-05-06,106
2020-05-07,89
2020-05-08,83
2020-05-09,93
