date,cases
2020-01-01,0
2020-01-02,0
2020-01-03,0
2020-01-04,0
2020-01-05,0
2020-01-06,0
2020-01-07,0
2020-01-08,0
2020-01-09,0
2020-01-10,0
2020-01-11,0
2020-01-12,0
2020-01-13,0
2020-01-14,0
2020-01-15,0
2020-01-16,0
2020-01-17,0
2020-01-18,0
2020-01-19,0
2020-01-20,0
2020-01-21,0
2020-01-22,0
2020-01-23,0
2020-01-24,0
2020-01-25,0
2020-01-26,0
2020-01-27,0
2020-01-28,0
2020-01-29,0
2020-01-30,0
2020-01-31,0
2020-02-01,0
2020-02-02,0
2020-02-03,0
2020-02-04,0
2020-02-05,0
2020-02-06,0
2020-02-07,0
2020-02-08,0
2020-02-09,0
2020-02-10,0
2020-02-11,0
2020-02-12,0
2020-02-13,0
2020-02-14,0
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,-1
2020-02-26,-1
2020-02-27,0
2020-02-28,-1
2020-02-29,-1
2020-03-01,0
2020-03-02,-1
2020-03-03,-1
2020-03-04,6
2020-03-05,4
2020-03-06,10
2020-03-07,13
2020-03-08,17
2020-03-09,12
2020-03-10,18
2020-03-11,26
2020-03-12,39
2020-03-13,42
2020-03-14,57
2020-03-15,35
2020-03-16,48
2020-03-17,52
2020-03-18,61
2020-03-19,61
2020-03-20,40
2020-03-21,88
2020-03-22,78
2020-03-23,101
2020-03-24,53
2020-03-25,82
2020-03-26,56
2020-03-27,97
2020-03-28,113
2020-03-29,75
2020-03-30,103
2020-03-31,142
2020-04-01,110
2020-04-02,89
2020-04-03,157
2020-04-04,148
2020-04-05,143
2020-04-06,90
2020-04-07,95
2020-04-08,227
2020-04-09,206
2020-04-10,357
2020-04-11,231
2020-04-12,211
2020-04-13,126
2020-04-14,152
2020-04-15,267
2020-04-16,283
2020-04-17,173
2020-04-18,211
2020-04-19,87
2020-04-20,213
2020-04-21,162
2020-04-22,175
2020-04-23,162
2020-04-24,157
2020-04-25,122
2020-04-26,62
2020-04-27,43
2020-04-28,186
2020-04-29,97
2020-04-30,65
2020-05-01,107
2020-05-02,77
2020-05-03,21
2020-05-04,31
2020-05-05,19
2020-05-06,34
2020-05-07,38
2020-05-08,38
2020-05-09,40
