date,cases
2020-01-01,0
2020-01-02,0
2020-01-03,0
2020-01-04,0
2020-01-05,0
2020-01-06,0
2020-01-07,0
2020-01-08,0
2020-01-09,0
2020-01-10,0
2020-01-11,0
2020-01-12,0
2020-01-13,0
2020-01-14,0
2020-01-15,0
2020-01-16,0
2020-01-17,0
2020-01-18,0
2020-01-19,0
2020-01-20,0
2020-01-21,0
2020-01-22,0
2020-01-23,0
2020-01-24,0
2020-01-25,0
2020-01-26,0
2020-01-27,0
2020-01-28,0
2020-01-29,0
2020-01-30,0
2020-01-31,0
2020-02-01,0
2020-02-02,0
2020-02-03,0
2020-02-04,0
2020-02-05,0
2020-02-06,0
2020-02-07,0
2020-02-08,0
2020-02-09,0
2020-02-10,0
2020-02-11,0
2020-02-12,0
2020-02-13,0
2020-02-14,0
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,0
2020-03-05,0
2020-03-06,0
2020-03-07,0
2020-03-08,0
2020-03-09,0
2020-03-10,0
2020-03-11,0
2020-03-12,-1
2020-03-13,-1
2020-03-14,-1
2020-03-15,-1
2020-03-16,-1
2020-03-17,-1
2020-03-18,8
2020-03-19,4
2020-03-20,0
2020-03-21,15
2020-03-22,28
2020-03-23,27
2020-03-24,35
2020-03-25,48
2020-03-26,46
2020-03-27,59
2020-03-28,64
2020-03-29,74
2020-03-30,73
2020-03-31,101
2020-04-01,88
2020-04-02,99
2020-04-03,119
2020-04-04,135
2020-04-05,166
2020-04-06,154
2020-04-07,184
2020-04-08,190
2020-04-09,165
2020-04-10,175
2020-04-11,181
2020-04-12,190
2020-04-13,187
2020-04-14,190
2020-04-15,185
2020-04-16,201
2020-04-17,190
2020-04-18,190
2020-04-19,162
2020-04-20,186
2020-04-21,178
2020-04-22,178
2020-04-23,145
2020-04-24,180
2020-04-25,182
2020-04-26,188
2020-04-27,164
2020-04-28,186
2020-04-29,143
2020-04-30,151
2020-05-01,142
2020-05-02,174
2020-05-03,143
2020-05-04,151
2020-05-05,134
2020-05-06,149
2020-05-07,152
2020-05-08,146
2020-05-09,145
