date,cases
2020-01-01,0
2020-01-02,0
2020-01-03,0
2020-01-04,0
2020-01-05,0
2020-01-06,0
2020-01-07,0
2020-01-08,0
2020-01-09,0
2020-01-10,0
2020-01-11,0
2020-01-12,0
2020-01-13,0
2020-01-14,0
2020-01-15,0
2020-01-16,0
2020-01-17,0
2020-01-18,0
2020-01-19,0
2020-01-20,0
2020-01-21,0
2020-01-22,0
2020-01-23,0
2020-01-24,0
2020-01-25,0
2020-01-26,0
2020-01-27,0
2020-01-28,0
2020-01-29,0
2020-01-30,0
2020-01-31,0
2020-02-01,0
2020-02-02,0
2020-02-03,0
2020-02-04,0
2020-02-05,0
2020-02-06,0
2020-02-07,0
2020-02-08,0
2020-02-09,0
2020-02-10,0
2020-02-11,0
2020-02-12,0
2020-02-13,0
2020-02-14,0
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,0
2020-03-05,-1
2020-03-06,-1
2020-03-07,0
2020-03-08,0
2020-03-09,-1
2020-03-10,-1
2020-03-11,-1
2020-03-12,0
2020-03-13,-1
2020-03-14,0
2020-03-15,-1
2020-03-16,-1
2020-03-17,5
2020-03-18,5
2020-03-19,11
2020-03-20,4
2020-03-21,14
2020-03-22,10
2020-03-23,26
2020-03-24,17
2020-03-25,25
2020-03-26,28
2020-03-27,36
2020-03-28,37
2020-03-29,35
2020-03-30,35
2020-03-31,50
2020-04-01,55
2020-04-02,61
2020-04-03,62
2020-04-04,65
2020-04-05,72
2020-04-06,82
2020-04-07,81
2020-04-08,85
2020-04-09,73
2020-04-10,91
2020-04-11,93
2020-04-12,95
2020-04-13,79
2020-04-14,84
2020-04-15,78
2020-04-16,70
2020-04-17,87
2020-04-18,74
2020-04-19,59
2020-04-20,57
2020-04-21,55
2020-04-22,56
2020-04-23,65
2020-04-24,64
2020-04-25,46
2020-04-26,54
2020-04-27,56
2020-04-28,45
2020-04-29,48
2020-04-30,60
2020-05-01,53
2020-05-02,61
2020-05-03,37
2020-05-04,44
2020-05-05,41
2020-05-06,37
2020-05-07,40
2020-05-08,43
2020-05-09,44
