date,cases
2020-01-01,0
2020-01-02,0
2020-01-03,0
2020-01-04,0
2020-01-05,0
2020-01-06,0
2020-01-07,0
2020-01-08,0
2020-01-09,0
2020-01-10,0
2020-01-11,0
2020-01-12,0
2020-01-13,0
2020-01-14,0
2020-01-15,0
2020-01-16,0
2020-01-17,0
2020-01-18,0
2020-01-19,0
2020-01-20,0
2020-01-21,0
2020-01-22,0
2020-01-23,0
2020-01-24,0
2020-01-25,0
2020-01-26,0
2020-01-27,0
2020-01-28,0
2020-01-29,0
2020-01-30,0
2020-01-31,0
2020-02-01,0
2020-02-02,0
2020-02-03,0
2020-02-04,0
2020-02-05,0
2020-02-06,0
2020-02-07,0
2020-02-08,0
2020-02-09,0
2020-02-10,0
2020-02-11,0
2020-02-12,0
2020-02-13,0
2020-02-14,0
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,-1
2020-02-28,0
2020-02-29,0
2020-03-01,-1
2020-03-02,-1
2020-03-03,0
2020-03-04,0
2020-03-05,-1
2020-03-06,-1
2020-03-07,-1
2020-03-08,-1
2020-03-09,-1
2020-03-10,8
2020-03-11,11
2020-03-12,13
2020-03-13,5
2020-03-14,13
2020-03-15,15
2020-03-16,17
2020-03-17,15
2020-03-18,19
2020-03-19,27
2020-03-20,19
2020-03-21,21
2020-03-22,26
2020-03-23,34
2020-03-24,39
2020-03-25,36
2020-03-26,38
2020-03-27,45
2020-03-28,44
2020-03-29,48
2020-03-30,43
2020-03-31,51
2020-04-01,49
2020-04-02,52
2020-04-03,59
2020-04-04,58
2020-04-05,56
2020-04-06,60
2020-04-07,70
2020-04-08,70
2020-04-09,78
2020-04-10,107
2020-04-11,91
2020-04-12,107
2020-04-13,99
2020-04-14,104
2020-04-15,131
2020-04-16,118
2020-04-17,106
2020-04-18,116
2020-04-19,115
2020-04-20,126
2020-04-21,129
2020-04-22,107
2020-04-23,115
2020-04-24,112
2020-04-25,104
2020-04-26,103
2020-04-27,98
2020-04-28,102
2020-04-29,93
2020-04-30,92
2020-05-01,90
2020-05-02,84
2020-05-03,76
2020-05-04,81
2020-05-05,57
2020-05-06,63
2020-05-07,59
2020-05-08,66
2020-05-09,74
