date,cases
2020-01-01,0
2020-01-02,0
2020-01-03,0
2020-01-04,0
2020-01-05,0
2020-01-06,0
2020-01-07,0
2020-01-08,0
2020-01-09,0
2020-01-10,0
2020-01-11,0
2020-01-12,0
2020-01-13,0
2020-01-14,0
2020-01-15,0
2020-01-16,0
2020-01-17,0
2020-01-18,0
2020-01-19,0
2020-01-20,0
2020-01-21,0
2020-01-22,0
2020-01-23,0
2020-01-24,0
2020-01-25,0
2020-01-26,0
2020-01-27,0
2020-01-28,0
2020-01-29,0
2020-01-30,0
2020-01-31,0
2020-02-01,0
2020-02-02,0
2020-02-03,0
2020-02-04,0
2020-02-05,0
2020-02-06,0
2020-02-07,0
2020-02-08,0
2020-02-09,0
2020-02-10,0
2020-02-11,0
2020-02-12,0
2020-02-13,0
2020-02-14,0
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,-1
2020-02-29,0
2020-03-01,0
2020-03-02,-1
2020-03-03,4
2020-03-04,9
2020-03-05,12
2020-03-06,19
2020-03-07,19
2020-03-08,20
2020-03-09,18
2020-03-10,21
2020-03-11,45
2020-03-12,40
2020-03-13,52
2020-03-14,54
2020-03-15,27
2020-03-16,59
2020-03-17,81
2020-03-18,100
2020-03-19,63
2020-03-20,76
2020-03-21,118
2020-03-22,96
2020-03-23,109
2020-03-24,76
2020-03-25,119
2020-03-26,81
2020-03-27,126
2020-03-28,91
2020-03-29,70
2020-03-30,46
2020-03-31,82
2020-04-01,80
2020-04-02,71
2020-04-03,59
2020-04-04,83
2020-04-05,70
2020-04-06,36
2020-04-07,48
2020-04-08,84
2020-04-09,55
2020-04-10,69
2020-04-11,50
2020-04-12,50
2020-04-13,38
2020-04-14,28
2020-04-15,79
2020-04-16,72
2020-04-17,40
2020-04-18,51
2020-04-19,21
2020-04-20,42
2020-04-21,49
2020-04-22,38
2020-04-23,48
2020-04-24,47
2020-04-25,48
2020-04-26,21
2020-04-27,23
2020-04-28,40
2020-04-29,36
2020-04-30,41
2020-05-01,18
2020-05-02,38
2020-05-03,18
2020-05-04,15
2020-05-05,19
2020-05-06,21
2020-05-07,14
2020-05-08,16
2020-05-09,15
