date,cases
2020-01-01,0
2020-01-02,0
2020-01-03,0
2020-01-04,0
2020-01-05,0
2020-01-06,0
2020-01-07,0
2020-01-08,0
2020-01-09,0
2020-01-10,0
2020-01-11,0
2020-01-12,0
2020-01-13,0
2020-01-14,0
2020-01-15,0
2020-01-16,0
2020-01-17,0
2020-01-18,0
2020-01-19,0
2020-01-20,0
2020-01-21,0
2020-01-22,0
2020-01-23,0
2020-01-24,0
2020-01-25,0
2020-01-26,0
2020-01-27,0
2020-01-28,0
2020-01-29,0
2020-01-30,0
2020-01-31,0
2020-02-01,0
2020-02-02,0
2020-02-03,0
2020-02-04,0
2020-02-05,0
2020-02-06,0
2020-02-07,0
2020-02-08,0
2020-02-09,0
2020-02-10,0
2020-02-11,0
2020-02-12,0
2020-02-13,0
2020-02-14,0
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,0
2020-03-05,-1
2020-03-06,-1
2020-03-07,-1
2020-03-08,-1
2020-03-09,4
2020-03-10,-1
2020-03-11,-1
2020-03-12,6
2020-03-13,6
2020-03-14,7
2020-03-15,12
2020-03-16,6
2020-03-17,5
2020-03-18,6
2020-03-19,10
2020-03-20,10
2020-03-21,18
2020-03-22,17
2020-03-23,18
2020-03-24,18
2020-03-25,22
2020-03-26,23
2020-03-27,15
2020-03-28,20
2020-03-29,24
2020-03-30,19
2020-03-31,23
2020-04-01,16
2020-04-02,25
2020-04-03,23
2020-04-04,12
2020-04-05,16
2020-04-06,16
2020-04-07,32
2020-04-08,11
2020-04-09,18
2020-04-10,18
2020-04-11,26
2020-04-12,30
2020-04-13,25
2020-04-14,17
2020-04-15,19
2020-04-16,17
2020-04-17,30
2020-04-18,15
2020-04-19,21
2020-04-20,19
2020-04-21,18
2020-04-22,20
2020-04-23,24
2020-04-24,24
2020-04-25,24
2020-04-26,22
2020-04-27,18
2020-04-28,21
2020-04-29,23
2020-04-30,15
2020-05-01,18
2020-05-02,15
2020-05-03,16
2020-05-04,15
2020-05-05,13
2020-05-06,12
2020-05-07,8
2020-05-08,5
2020-05-09,8
