date,cases
2020-01-01,0
2020-01-02,0
2020-01-03,0
2020-01-04,0
2020-01-05,0
2020-01-06,0
2020-01-07,0
2020-01-08,0
2020-01-09,0
2020-01-10,0
2020-01-11,0
2020-01-12,0
2020-01-13,0
2020-01-14,0
2020-01-15,0
2020-01-16,0
2020-01-17,0
2020-01-18,0
2020-01-19,0
2020-01-20,0
2020-01-21,0
2020-01-22,0
2020-01-23,0
2020-01-24,0
2020-01-25,0
2020-01-26,0
2020-01-27,0
2020-01-28,0
2020-01-29,0
2020-01-30,0
2020-01-31,0
2020-02-01,0
2020-02-02,0
2020-02-03,0
2020-02-04,0
2020-02-05,0
2020-02-06,0
2020-02-07,0
2020-02-08,0
2020-02-09,0
2020-02-10,0
2020-02-11,0
2020-02-12,0
2020-02-13,0
2020-02-14,0
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,-1
2020-02-27,-1
2020-02-28,6
2020-02-29,-1
2020-03-01,0
2020-03-02,-1
2020-03-03,8
2020-03-04,9
2020-03-05,10
2020-03-06,21
2020-03-07,18
2020-03-08,25
2020-03-09,22
2020-03-10,14
2020-03-11,37
2020-03-12,52
2020-03-13,54
2020-03-14,70
2020-03-15,43
2020-03-16,81
2020-03-17,80
2020-03-18,78
2020-03-19,80
2020-03-20,80
2020-03-21,111
2020-03-22,86
2020-03-23,97
2020-03-24,103
2020-03-25,119
2020-03-26,71
2020-03-27,103
2020-03-28,106
2020-03-29,60
2020-03-30,57
2020-03-31,77
2020-04-01,73
2020-04-02,102
2020-04-03,62
2020-04-04,84
2020-04-05,78
2020-04-06,46
2020-04-07,50
2020-04-08,98
2020-04-09,62
2020-04-10,123
2020-04-11,81
2020-04-12,50
2020-04-13,55
2020-04-14,51
2020-04-15,92
2020-04-16,93
2020-04-17,50
2020-04-18,84
2020-04-19,42
2020-04-20,65
2020-04-21,66
2020-04-22,42
2020-04-23,74
2020-04-24,58
2020-04-25,52
2020-04-26,22
2020-04-27,32
2020-04-28,84
2020-04-29,49
2020-04-30,29
2020-05-01,29
2020-05-02,33
2020-05-03,10
2020-05-04,21
2020-05-05,13
2020-05-06,27
2020-05-07,15
2020-05-08,16
2020-05-09,17
