date,cases
2020-01-01,0
2020-01-02,0
2020-01-03,0
2020-01-04,0
2020-01-05,0
2020-01-06,0
2020-01-07,0
2020-01-08,0
2020-01-09,0
2020-01-10,0
2020-01-11,0
2020-01-12,0
2020-01-13,0
2020-01-14,0
2020-01-15,0
2020-01-16,0
2020-01-17,0
2020-01-18,0
2020-01-19,0
2020-01-20,0
2020-01-21,0
2020-01-22,0
2020-01-23,0
2020-01-24,0
2020-01-25,0
2020-01-26,0
2020-01-27,0
2020-01-28,0
2020-01-29,0
2020-01-30,0
2020-01-31,0
2020-02-01,0
2020-02-02,0
2020-02-03,0
2020-02-04,0
2020-02-05,0
2020-02-06,0
2020-02-07,0
2020-02-08,0
2020-02-09,0
2020-02-10,0
2020-02-11,0
2020-02-12,0
2020-02-13,0
2020-02-14,0
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,-1
2020-02-21,-1
2020-02-22,4
2020-02-23,-1
2020-02-24,0
2020-02-25,0
2020-02-26,4
2020-02-27,-1
2020-02-28,5
2020-02-29,11
2020-03-01,11
2020-03-02,11
2020-03-03,21
2020-03-04,17
2020-03-05,24
2020-03-06,21
2020-03-07,23
2020-03-08,34
2020-03-09,35
2020-03-10,39
2020-03-11,35
2020-03-12,39
2020-03-13,43
2020-03-14,34
2020-03-15,50
2020-03-16,42
2020-03-17,42
2020-03-18,47
2020-03-19,47
2020-03-20,52
2020-03-21,47
2020-03-22,52
2020-03-23,42
2020-03-24,53
2020-03-25,43
2020-03-26,56
2020-03-27,70
2020-03-28,56
2020-03-29,59
2020-03-30,49
2020-03-31,71
2020-04-01,39
2020-04-02,57
2020-04-03,45
2020-04-04,43
2020-04-05,40
2020-04-06,69
2020-04-07,64
2020-04-08,50
2020-04-09,45
2020-04-10,40
2020-04-11,48
2020-04-12,45
2020-04-13,57
2020-04-14,41
2020-04-15,37
2020-04-16,37
2020-04-17,42
2020-04-18,46
2020-04-19,41
2020-04-20,51
2020-04-21,44
2020-04-22,45
2020-04-23,33
2020-04-24,30
2020-04-25,20
2020-04-26,21
2020-04-27,25
2020-04-28,34
2020-04-29,26
2020-04-30,27
2020-05-01,20
2020-05-02,8
2020-05-03,19
2020-05-04,18
2020-05-05,16
2020-05-06,10
2020-05-07,13
2020-05-08,13
2020-05-09,17
