date,cases
2020-01-01,0
2020-01-02,0
2020-01-03,0
2020-01-04,0
2020-01-05,0
2020-01-06,0
2020-01-07,0
2020-01-08,0
2020-01-09,0
2020-01-10,0
2020-01-11,0
2020-01-12,0
2020-01-13,0
2020-01-14,0
2020-01-15,0
2020-01-16,0
2020-01-17,0
2020-01-18,0
2020-01-19,0
2020-01-20,0
2020-01-21,0
2020-01-22,0
2020-01-23,0
2020-01-24,0
2020-01-25,0
2020-01-26,0
2020-01-27,0
2020-01-28,0
2020-01-29,0
2020-01-30,0
2020-01-31,0
2020-02-01,0
2020-02-02,0
2020-02-03,0
2020-02-04,0
2020-02-05,0
2020-02-06,0
2020-02-07,0
2020-02-08,0
2020-02-09,0
2020-02-10,0
2020-02-11,0
2020-02-12,0
2020-02-13,0
2020-02-14,0
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,-1
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,-1
2020-03-04,-1
2020-03-05,0
2020-03-06,-1
2020-03-07,0
2020-03-08,-1
2020-03-09,-1
2020-03-10,-1
2020-03-11,-1
2020-03-12,4
2020-03-13,4
2020-03-14,7
2020-03-15,12
2020-03-16,10
2020-03-17,11
2020-03-18,15
2020-03-19,22
2020-03-20,17
2020-03-21,12
2020-03-22,23
2020-03-23,27
2020-03-24,21
2020-03-25,25
2020-03-26,36
2020-03-27,36
2020-03-28,43
2020-03-29,34
2020-03-30,49
2020-03-31,59
2020-04-01,56
2020-04-02,59
2020-04-03,75
2020-04-04,66
2020-04-05,68
2020-04-06,71
2020-04-07,77
2020-04-08,80
2020-04-09,84
2020-04-10,85
2020-04-11,96
2020-04-12,115
2020-04-13,115
2020-04-14,112
2020-04-15,146
2020-04-16,143
2020-04-17,142
2020-04-18,111
2020-04-19,155
2020-04-20,171
2020-04-21,154
2020-04-22,153
2020-04-23,170
2020-04-24,166
2020-04-25,184
2020-04-26,189
2020-04-27,169
2020-04-28,198
2020-04-29,194
2020-04-30,165
2020-05-01,181
2020-05-02,160
2020-05-03,170
2020-05-04,144
2020-05-05,153
2020-05-06,144
2020-05-07,134
2020-05-08,130
2020-05-09,145
