date,cases
2020-01-01,0
2020-01-02,0
2020-01-03,0
2020-01-04,0
2020-01-05,0
2020-01-06,0
2020-01-07,0
2020-01-08,0
2020-01-09,0
2020-01-10,0
2020-01-11,0
2020-01-12,0
2020-01-13,0
2020-01-14,0
2020-01-15,0
2020-01-16,0
2020-01-17,0
2020-01-18,0
2020-01-19,0
2020-01-20,0
2020-01-21,0
2020-01-22,0
2020-01-23,0
2020-01-24,0
2020-01-25,0
2020-01-26,0
2020-01-27,0
2020-01-28,0
2020-01-29,0
2020-01-30,0
2020-01-31,0
2020-02-01,0
2020-02-02,0
2020-02-03,0
2020-02-04,0
2020-02-05,0
2020-02-06,0
2020-02-07,0
2020-02-08,0
2020-02-09,0
2020-02-10,0
2020-02-11,0
2020-02-12,0
2020-02-13,0
2020-02-14,0
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,-1
2020-02-29,0
2020-03-01,0
2020-03-02,-1
2020-03-03,4
2020-03-04,7
2020-03-05,12
2020-03-06,17
2020-03-07,19
2020-03-08,17
2020-03-09,16
2020-03-10,19
2020-03-11,45
2020-03-12,39
2020-03-13,46
2020-03-14,51
2020-03-15,26
2020-03-16,55
2020-03-17,71
2020-03-18,91
2020-03-19,61
2020-03-20,71
2020-03-21,112
2020-03-22,93
2020-03-23,103
2020-03-24,72
2020-03-25,113
2020-03-26,73
2020-03-27,119
2020-03-28,84
2020-03-29,68
2020-03-30,42
2020-03-31,76
2020-04-01,75
2020-04-02,69
2020-04-03,58
2020-04-04,74
2020-04-05,67
2020-04-06,34
2020-04-07,45
2020-04-08,80
2020-04-09,50
2020-04-10,67
2020-04-11,47
2020-04-12,50
2020-04-13,38
2020-04-14,26
2020-04-15,77
2020-04-16,70
2020-04-17,38
2020-04-18,50
2020-04-19,19
2020-04-20,41
2020-04-21,44
2020-04-22,36
2020-04-23,46
2020-04-24,43
2020-04-25,47
2020-04-26,21
2020-04-27,21
2020-04-28,39
2020-04-29,35
2020-04-30,41
2020-05-01,18
2020-05-02,35
2020-05-03,17
2020-05-04,15
2020-05-05,18
2020-05-06,20
2020-05-07,14
2020-05-08,16
2020-05-09,15
