date,cases
2020-01-01,0
2020-01-02,0
2020-01-03,0
2020-01-04,0
2020-01-05,0
2020-01-06,0
2020-01-07,0
2020-01-08,0
2020-01-09,0
2020-01-10,0
2020-01-11,0
2020-01-12,0
2020-01-13,0
2020-01-14,0
2020-01-15,0
2020-01-16,0
2020-01-17,0
2020-01-18,0
2020-01-19,0
2020-01-20,0
2020-01-21,0
2020-01-22,0
2020-01-23,0
2020-01-24,0
2020-01-25,0
2020-01-26,0
2020-01-27,0
2020-01-28,0
2020-01-29,0
2020-01-30,0
2020-01-31,0
2020-02-01,0
2020-02-02,0
2020-02-03,0
2020-02-04,0
2020-02-05,0
2020-02-06,0
2020-02-07,0
2020-02-08,0
2020-02-09,0
2020-02-10,0
2020-02-11,0
2020-02-12,0
2020-02-13,0
2020-02-14,0
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,-1
2020-02-25,0
2020-02-26,-1
2020-02-27,-1
2020-02-28,0
2020-02-29,-1
2020-03-01,-1
2020-03-02,-1
2020-03-03,7
2020-03-04,11
2020-03-05,11
2020-03-06,19
2020-03-07,110
2020-03-08,32
2020-03-09,37
2020-03-10,40
2020-03-11,54
2020-03-12,61
2020-03-13,112
2020-03-14,102
2020-03-15,64
2020-03-16,121
2020-03-17,182
2020-03-18,177
2020-03-19,111
2020-03-20,145
2020-03-21,194
2020-03-22,201
2020-03-23,191
2020-03-24,142
2020-03-25,188
2020-03-26,152
2020-03-27,256
2020-03-28,199
2020-03-29,179
2020-03-30,151
2020-03-31,224
2020-04-01,187
2020-04-02,210
2020-04-03,139
2020-04-04,172
2020-04-05,210
2020-04-06,120
2020-04-07,138
2020-04-08,198
2020-04-09,193
2020-04-10,211
2020-04-11,216
2020-04-12,125
2020-04-13,92
2020-04-14,97
2020-04-15,164
2020-04-16,212
2020-04-17,146
2020-04-18,192
2020-04-19,73
2020-04-20,116
2020-04-21,216
2020-04-22,133
2020-04-23,182
2020-04-24,192
2020-04-25,121
2020-04-26,98
2020-04-27,76
2020-04-28,120
2020-04-29,130
2020-04-30,170
2020-05-01,65
2020-05-02,70
2020-05-03,46
2020-05-04,56
2020-05-05,52
2020-05-06,80
2020-05-07,85
2020-05-08,44
2020-05-09,59
