date,cases
2020-01-01,0
2020-01-02,0
2020-01-03,0
2020-01-04,0
2020-01-05,0
2020-01-06,0
2020-01-07,0
2020-01-08,0
2020-01-09,0
2020-01-10,0
2020-01-11,0
2020-01-12,0
2020-01-13,0
2020-01-14,0
2020-01-15,0
2020-01-16,0
2020-01-17,0
2020-01-18,0
2020-01-19,0
2020-01-20,0
2020-01-21,0
2020-01-22,0
2020-01-23,0
2020-01-24,0
2020-01-25,0
2020-01-26,0
2020-01-27,0
2020-01-28,0
2020-01-29,0
2020-01-30,0
2020-01-31,0
2020-02-01,0
2020-02-02,0
2020-02-03,0
2020-02-04,0
2020-02-05,0
2020-02-06,0
2020-02-07,0
2020-02-08,0
2020-02-09,0
2020-02-10,0
2020-02-11,0
2020-02-12,0
2020-02-13,0
2020-02-14,0
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,-1
2020-02-28,0
2020-02-29,0
2020-03-01,-1
2020-03-02,-1
2020-03-03,0
2020-03-04,0
2020-03-05,-1
2020-03-06,-1
2020-03-07,-1
2020-03-08,-1
2020-03-09,-1
2020-03-10,6
2020-03-11,10
2020-03-12,10
2020-03-13,5
2020-03-14,7
2020-03-15,11
2020-03-16,14
2020-03-17,9
2020-03-18,16
2020-03-19,17
2020-03-20,15
2020-03-21,18
2020-03-22,21
2020-03-23,27
2020-03-24,34
2020-03-25,28
2020-03-26,33
2020-03-27,37
2020-03-28,40
2020-03-29,39
2020-03-30,36
2020-03-31,39
2020-04-01,38
2020-04-02,40
2020-04-03,46
2020-04-04,47
2020-04-05,45
2020-04-06,53
2020-04-07,60
2020-04-08,60
2020-04-09,62
2020-04-10,81
2020-04-11,72
2020-04-12,83
2020-04-13,82
2020-04-14,82
2020-04-15,109
2020-04-16,96
2020-04-17,85
2020-04-18,94
2020-04-19,88
2020-04-20,96
2020-04-21,110
2020-04-22,86
2020-04-23,94
2020-04-24,87
2020-04-25,81
2020-04-26,85
2020-04-27,87
2020-04-28,79
2020-04-29,74
2020-04-30,81
2020-05-01,76
2020-05-02,68
2020-05-03,62
2020-05-04,71
2020-05-05,47
2020-05-06,50
2020-05-07,47
2020-05-08,52
2020-05-09,64
