Time, Density
0, 0.029121447028423786
0.9621993127147768, 0.031834625322997426
1.9243986254295535, 0.03093023255813955
2.9553264604811, 0.033462532299741624
3.986254295532646, 0.04015503875968994
5.017182130584192, 0.04540051679586565
5.979381443298966, 0.053359173126615006
7.010309278350512, 0.059509043927648594
7.903780068728519, 0.06529715762273904
9.003436426116835, 0.07180878552971579
9.965635738831615, 0.0625839793281654
10.996563573883162, 0.06511627906976747
11.958762886597935, 0.05516795865633077
12.989690721649481, 0.05082687338501293
13.951890034364261, 0.04359173126614989
14.982817869415808, 0.03364341085271319
15.94501718213058, 0.031653746770025845
16.975945017182127, 0.025503875968992257
17.938144329896907, 0.019534883720930235
18.96907216494845, 0.014832041343669264
20, 0.013023255813953513
20.962199312714773, 0.009043927648578837
21.993127147766316, 0.0077777777777778
22.955326460481096, 0.01049095607235144
23.98625429553264, 0.00669250645994833
25.08591065292096, 0.00669250645994833
25.979381443298962, 0.005245478036175727
26.941580756013742, 0.0070542635658914915
27.972508591065285, 0.006149870801033602
28.934707903780065, 0.004341085271317852
30.034364261168378, 0.004160206718346271
30.996563573883158, 0.005607235142118888
31.95876288659793, 0.0037984496124031097
33.05841924398625, 0.004341085271317852
33.951890034364254, 0.0032558139534883818
34.982817869415804, 0.0023514211886305064
35.876288659793815, 0.0023514211886305064
36.97594501718213, 0.0027131782945736538
38.00687285223367, 0.0014470284237726172
39.03780068728522, 0.0021705426356589397
39.99999999999999, 0.0012661498708010366
