data,IS_p_iqo_fqo_g,is_P_iqo_fqo_g,is_p_IQO_fqo_g,is_p_iqo_FQO_g,is_p_iqo_fqo_G
2020-01-01,0,0,0,0,0
2020-01-02,0,0,0,0,0
2020-01-03,0,0,0,0,0
2020-01-04,0,0,0,0,0
2020-01-05,0,0,0,0,0
2020-01-06,0,0,0,0,0
2020-01-07,0,0,0,0,0
2020-01-08,0,0,0,0,0
2020-01-09,0,0,0,0,0
2020-01-10,0,0,0,0,0
2020-01-11,0,0,0,0,0
2020-01-12,0,0,0,0,0
2020-01-13,0,0,0,0,0
2020-01-14,0,0,0,0,0
2020-01-15,0,0,0,0,0
2020-01-16,0,0,0,0,0
2020-01-17,0,0,0,0,0
2020-01-18,0,0,0,0,0
2020-01-19,0,0,0,0,0
2020-01-20,0,0,0,0,0
2020-01-21,0,0,0,0,0
2020-01-22,0,0,0,0,0
2020-01-23,0,0,0,0,0
2020-01-24,0,0,0,0,0
2020-01-25,0,0,0,0,0
2020-01-26,0,0,0,0,0
2020-01-27,0,0,0,0,0
2020-01-28,0,0,0,0,0
2020-01-29,0,0,0,0,0
2020-01-30,0,0,0,0,0
2020-01-31,0,0,0,0,0
2020-02-01,0,0,0,0,0
2020-02-02,0,0,0,0,0
2020-02-03,0,0,0,0,0
2020-02-04,0,0,0,0,0
2020-02-05,0,0,0,0,0
2020-02-06,0,0,0,0,0
2020-02-07,0,0,0,0,0
2020-02-08,0,0,0,0,0
2020-02-09,0,0,0,0,0
2020-02-10,0,0,0,0,0
2020-02-11,0,0,0,0,0
2020-02-12,0,0,0,0,0
2020-02-13,0,0,0,0,0
2020-02-14,0,0,0,0,0
2020-02-15,0,0,0,0,0
2020-02-16,0,0,0,0,0
2020-02-17,0,0,0,0,0
2020-02-18,0,0,0,0,0
2020-02-19,0,0,0,0,0
2020-02-20,0,0,0,0,0
2020-02-21,0,0,0,0,0
2020-02-22,0,0,0,0,0
2020-02-23,0,0,0,0,0
2020-02-24,0,0,0,0,0
2020-02-25,0,0,0,0,0
2020-02-26,0,0,0,0,0
2020-02-27,0,0,0,0,0
2020-02-28,0,0,0,0,0
2020-02-29,0,0,0,0,0
2020-03-01,0,0,0,0,0
2020-03-02,0,0,0,0,0
2020-03-03,-1,0,0,0,0
2020-03-04,0,0,0,0,0
2020-03-05,4,-1,-1,0,0
2020-03-06,5,5,5,0,0
2020-03-07,-1,-1,-1,0,0
2020-03-08,-1,-1,-1,0,0
2020-03-09,4,-1,-1,0,0
2020-03-10,-1,-1,-1,0,0
2020-03-11,5,5,5,0,0
2020-03-12,-1,-1,-1,0,0
2020-03-13,-1,-1,-1,0,0
2020-03-14,7,6,6,0,0
2020-03-15,8,-1,-1,0,0
2020-03-16,13,9,9,0,0
2020-03-17,4,12,12,0,0
2020-03-18,17,11,11,0,0
2020-03-19,10,5,5,0,0
2020-03-20,13,9,9,0,0
2020-03-21,11,22,22,-1,-1
2020-03-22,6,10,10,-1,-1
2020-03-23,8,9,9,-1,-1
2020-03-24,6,4,4,-1,-1
2020-03-25,10,8,8,-1,-1
2020-03-26,9,9,9,-1,-1
2020-03-27,10,16,16,4,4
2020-03-28,10,6,6,-1,-1
2020-03-29,12,9,9,6,6
2020-03-30,4,6,6,-1,-1
2020-03-31,7,9,9,4,4
2020-04-01,7,7,7,-1,-1
2020-04-02,13,5,5,12,12
2020-04-03,9,12,12,9,9
2020-04-04,5,6,6,-1,-1
2020-04-05,8,10,10,11,11
2020-04-06,-1,5,5,12,12
2020-04-07,4,6,6,14,14
2020-04-08,-1,5,5,13,13
2020-04-09,-1,4,4,-1,-1
2020-04-10,8,-1,-1,9,9
2020-04-11,8,7,7,9,9
2020-04-12,9,7,7,10,10
2020-04-13,5,6,6,7,7
2020-04-14,5,4,4,11,11
2020-04-15,10,10,10,7,7
2020-04-16,5,5,5,13,13
2020-04-17,5,5,5,10,10
2020-04-18,6,10,10,9,9
2020-04-19,-1,4,4,5,5
2020-04-20,8,4,4,6,6
2020-04-21,12,10,10,5,5
2020-04-22,4,6,6,8,8
2020-04-23,7,4,4,11,11
2020-04-24,4,7,7,-1,-1
2020-04-25,7,10,10,4,4
2020-04-26,-1,-1,-1,7,7
2020-04-27,-1,-1,-1,4,4
2020-04-28,4,6,6,5,5
2020-04-29,-1,-1,-1,7,7
2020-04-30,-1,-1,-1,6,6
2020-05-01,-1,-1,-1,9,9
2020-05-02,0,-1,-1,11,11
2020-05-03,0,-1,-1,4,4
2020-05-04,-1,0,0,5,5
2020-05-05,0,0,0,5,5
2020-05-06,-1,-1,-1,6,6
2020-05-07,-1,-1,-1,6,6
2020-05-08,0,-1,-1,6,6
2020-05-09,0,0,0,5,5
2020-05-10,-1,0,0,8,8
2020-05-11,-1,-1,-1,8,8
2020-05-12,-1,-1,-1,-1,-1
2020-05-13,0,0,0,5,5
2020-05-14,-1,0,0,8,8
2020-05-15,0,-1,-1,5,5
2020-05-16,0,0,0,-1,-1
2020-05-17,-1,-1,-1,4,4
2020-05-18,-1,-1,-1,-1,-1
2020-05-19,-1,0,0,-1,-1
2020-05-20,-1,-1,-1,-1,-1
2020-05-21,0,-1,-1,0,0
2020-05-22,0,-1,-1,-1,-1
2020-05-23,-1,0,0,-1,-1
2020-05-24,-1,0,0,0,0
2020-05-25,-1,5,5,-1,-1
2020-05-26,-1,-1,-1,-1,-1
2020-05-27,-1,0,0,-1,-1
2020-05-28,-1,-1,-1,-1,-1
2020-05-29,0,-1,-1,-1,-1
2020-05-30,0,0,0,0,0
2020-05-31,0,0,0,0,0
2020-06-01,0,0,0,0,0
2020-06-02,0,0,0,-1,-1
2020-06-03,0,0,0,-1,-1
2020-06-04,0,0,0,0,0
2020-06-05,0,0,0,0,0
2020-06-06,0,0,0,-1,-1
2020-06-07,0,0,0,-1,-1
2020-06-08,0,0,0,-1,-1
2020-06-09,0,0,0,-1,-1
2020-06-10,0,0,0,4,4
2020-06-11,-1,-1,-1,-1,-1
2020-06-12,0,0,0,-1,-1
2020-06-13,0,0,0,-1,-1
2020-06-14,0,0,0,0,0
2020-06-15,0,0,0,-1,-1
2020-06-16,0,0,0,-1,-1
2020-06-17,0,0,0,0,0
2020-06-18,0,0,0,0,0
2020-06-19,-1,-1,-1,0,0
2020-06-20,0,-1,-1,0,0
2020-06-21,0,0,0,0,0
2020-06-22,0,0,0,0,0
2020-06-23,-1,-1,-1,0,0
2020-06-24,-1,0,0,0,0
2020-06-25,0,-1,-1,0,0
2020-06-26,0,-1,-1,-1,-1
2020-06-27,0,0,0,0,0
2020-06-28,0,0,0,0,0
2020-06-29,0,0,0,0,0
2020-06-30,0,0,0,0,0
2020-07-01,0,0,0,0,0
2020-07-02,0,0,0,0,0
2020-07-03,0,0,0,0,0
2020-07-04,0,0,0,0,0
2020-07-05,0,0,0,0,0
2020-07-06,0,0,0,0,0
2020-07-07,-1,0,0,-1,-1
2020-07-08,-1,0,0,0,0
2020-07-09,0,0,0,-1,-1
2020-07-10,0,-1,-1,-1,-1
2020-07-11,0,0,0,-1,-1
2020-07-12,0,0,0,0,0
2020-07-13,0,0,0,0,0
2020-07-14,0,0,0,0,0
2020-07-15,0,0,0,0,0
2020-07-16,0,0,0,0,0
2020-07-17,0,0,0,0,0
2020-07-18,-1,0,0,0,0
2020-07-19,-1,0,0,0,0
2020-07-20,0,-1,-1,0,0
2020-07-21,0,-1,-1,0,0
2020-07-22,0,0,0,0,0
2020-07-23,0,0,0,0,0
2020-07-24,0,0,0,0,0
2020-07-25,0,0,0,0,0
2020-07-26,0,0,0,-1,-1
2020-07-27,-1,0,0,-1,-1
2020-07-28,-1,-1,-1,0,0
2020-07-29,0,0,0,0,0
2020-07-30,0,-1,-1,0,0
2020-07-31,0,0,0,0,0
2020-08-01,0,0,0,0,0
2020-08-02,0,0,0,0,0
2020-08-03,0,0,0,0,0
2020-08-04,0,0,0,0,0
2020-08-05,0,0,0,0,0
2020-08-06,0,0,0,-1,-1
2020-08-07,-1,0,0,-1,-1
2020-08-08,0,-1,-1,0,0
2020-08-09,0,0,0,0,0
2020-08-10,-1,-1,-1,0,0
2020-08-11,-1,0,0,0,0
2020-08-12,0,0,0,0,0
2020-08-13,0,-1,-1,0,0
2020-08-14,0,0,0,-1,-1
2020-08-15,0,0,0,0,0
2020-08-16,-1,-1,-1,-1,-1
2020-08-17,-1,0,0,0,0
2020-08-18,-1,0,0,0,0
2020-08-19,-1,0,0,0,0
2020-08-20,0,-1,-1,0,0
2020-08-21,0,-1,-1,0,0
2020-08-22,0,0,0,0,0
2020-08-23,0,0,0,0,0
2020-08-24,0,0,0,0,0
2020-08-25,0,0,0,0,0
2020-08-26,0,0,0,0,0
2020-08-27,0,0,0,-1,-1
2020-08-28,0,0,0,-1,-1
2020-08-29,0,0,0,0,0
2020-08-30,-1,0,0,0,0
2020-08-31,-1,0,0,-1,-1
2020-09-01,0,-1,-1,0,0
2020-09-02,0,0,0,0,0
2020-09-03,-1,0,0,0,0
2020-09-04,0,-1,-1,0,0
2020-09-05,-1,0,0,0,0
2020-09-06,0,0,0,-1,-1
2020-09-07,-1,0,0,-1,-1
2020-09-08,0,-1,-1,0,0
2020-09-09,0,0,0,-1,-1
2020-09-10,-1,0,0,0,0
2020-09-11,0,0,0,0,0
2020-09-12,-1,-1,-1,0,0
2020-09-13,0,0,0,0,0
2020-09-14,0,-1,-1,0,0
2020-09-15,-1,-1,-1,0,0
2020-09-16,-1,-1,-1,0,0
2020-09-17,-1,-1,-1,0,0
2020-09-18,0,-1,-1,-1,-1
2020-09-19,-1,-1,-1,-1,-1
2020-09-20,0,0,0,-1,-1
2020-09-21,-1,-1,-1,0,0
2020-09-22,-1,-1,-1,0,0
2020-09-23,-1,-1,-1,0,0
2020-09-24,-1,-1,-1,0,0
2020-09-25,-1,-1,-1,0,0
2020-09-26,-1,-1,-1,-1,-1
2020-09-27,-1,0,0,0,0
2020-09-28,-1,-1,-1,-1,-1
2020-09-29,0,0,0,0,0
2020-09-30,-1,-1,-1,0,0
2020-10-01,4,-1,-1,-1,-1
2020-10-02,-1,-1,-1,0,0
2020-10-03,-1,-1,-1,-1,-1
2020-10-04,-1,-1,-1,0,0
2020-10-05,4,-1,-1,-1,-1
2020-10-06,-1,-1,-1,-1,-1
2020-10-07,-1,4,4,0,0
2020-10-08,-1,5,5,-1,-1
2020-10-09,4,-1,-1,0,0
2020-10-10,7,7,7,-1,-1
2020-10-11,6,0,0,-1,-1
2020-10-12,4,5,5,-1,-1
2020-10-13,12,6,6,0,0
2020-10-14,14,10,10,-1,-1
2020-10-15,11,10,10,-1,-1
2020-10-16,6,14,14,-1,-1
2020-10-17,12,11,11,5,5
2020-10-18,15,8,8,4,4
2020-10-19,19,10,10,4,4
2020-10-20,23,20,20,0,0
2020-10-21,12,18,18,0,0
2020-10-22,22,19,19,-1,-1
2020-10-23,26,28,28,4,4
2020-10-24,24,28,28,-1,-1
2020-10-25,23,14,14,-1,-1
2020-10-26,24,26,26,4,4
2020-10-27,26,22,22,6,6
2020-10-28,28,28,28,5,5
2020-10-29,32,30,30,4,4
2020-10-30,29,35,35,5,5
2020-10-31,29,21,21,6,6
2020-11-01,40,23,23,9,9
2020-11-02,37,39,39,7,7
2020-11-03,44,38,38,13,13
2020-11-04,42,43,43,15,15
2020-11-05,53,39,39,13,13
2020-11-06,42,53,53,18,18
2020-11-07,52,63,63,15,15
2020-11-08,42,21,21,19,19
2020-11-09,41,60,60,11,11
2020-11-10,51,41,41,27,27
2020-11-11,64,49,49,24,24
2020-11-12,47,55,55,20,20
2020-11-13,45,71,71,32,32
2020-11-14,38,36,36,27,27
2020-11-15,32,28,28,22,22
2020-11-16,54,47,47,35,35
2020-11-17,49,44,44,28,28
2020-11-18,41,50,50,25,25
2020-11-19,38,50,50,27,27
2020-11-20,34,35,35,38,38
2020-11-21,30,37,37,44,44
2020-11-22,33,19,19,40,40
