data_inizio,data_fine,delay,frequenza_delay,binned_frequenza_delay
2020-03-13,2020-03-14,9,0.01804123711340206,1.0
2020-03-15,2020-03-16,8,0.03865979381443299,1.0
2020-03-19,2020-03-20,1,0.15979381443298968,0.7209302325581395
2020-03-19,2020-03-20,3,0.061855670103092786,0.27906976744186046
2020-03-21,2020-03-22,0,0.2603092783505155,1.0
2020-03-23,2020-03-24,13,0.01804123711340206,1.0
2020-03-27,2020-03-28,2,0.11597938144329897,0.9574468085106383
2020-03-27,2020-03-28,21,0.005154639175257732,0.0425531914893617
2020-04-12,2020-04-13,42,0.002577319587628866,0.25
2020-04-12,2020-04-13,17,0.007731958762886598,0.75
2020-04-18,2020-04-19,15,0.007731958762886598,0.1875
2020-04-18,2020-04-19,6,0.03350515463917526,0.8125
2020-04-24,2020-04-25,11,0.02577319587628866,1.0
2020-04-30,2020-05-01,4,0.03608247422680412,1.0
2020-05-04,2020-05-05,5,0.05154639175257732,0.9523809523809523
2020-05-04,2020-05-05,12,0.002577319587628866,0.047619047619047616
2020-06-19,2020-06-20,18,0.010309278350515464,1.0
2020-07-31,2020-08-01,7,0.020618556701030927,1.0
2020-09-03,2020-09-04,23,0.007731958762886598,1.0
2020-09-11,2020-09-12,32,0.007731958762886598,1.0
2020-10-17,2020-10-18,39,0.002577319587628866,1.0
2020-10-19,2020-10-20,53,0.002577319587628866,0.14285714285714285
2020-10-19,2020-10-20,41,0.005154639175257732,0.2857142857142857
2020-10-19,2020-10-20,16,0.010309278350515464,0.5714285714285714
2020-10-21,2020-10-22,47,0.002577319587628866,0.2
2020-10-21,2020-10-22,29,0.010309278350515464,0.8
2020-10-27,2020-10-28,14,0.015463917525773196,1.0
2020-10-29,2020-10-30,30,0.002577319587628866,1.0
2020-10-31,2020-11-01,10,0.01804123711340206,1.0
2020-11-02,2020-11-03,19,0.005154639175257732,1.0
2020-11-06,2020-11-07,20,0.005154639175257732,1.0
2020-11-08,2020-11-09,25,0.007731958762886598,1.0
2020-11-12,2020-11-13,31,0.002577319587628866,1.0
2020-11-14,2020-11-15,45,0.002577319587628866,1.0
2020-11-16,2020-11-17,43,0.007731958762886598,1.0
2020-11-24,2020-11-25,34,0.002577319587628866,1.0
2020-11-26,2020-11-27,33,0.002577319587628866,1.0
2020-12-06,2020-12-07,22,0.002577319587628866,1.0
