data_inizio,data_fine,delay,frequenza_delay,binned_frequenza_delay
2020-01-01,2020-12-31,2,0.14691151919866444,0.14691151919866444
2020-01-01,2020-12-31,0,0.4240400667779633,0.4240400667779633
2020-01-01,2020-12-31,3,0.12020033388981637,0.12020033388981637
2020-01-01,2020-12-31,1,0.17195325542570952,0.17195325542570952
2020-01-01,2020-12-31,9,0.008347245409015025,0.008347245409015025
2020-01-01,2020-12-31,4,0.05676126878130217,0.05676126878130217
2020-01-01,2020-12-31,28,0.001669449081803005,0.001669449081803005
2020-01-01,2020-12-31,10,0.00333889816360601,0.00333889816360601
2020-01-01,2020-12-31,72,0.001669449081803005,0.001669449081803005
2020-01-01,2020-12-31,7,0.011686143572621035,0.011686143572621035
2020-01-01,2020-12-31,142,0.001669449081803005,0.001669449081803005
2020-01-01,2020-12-31,14,0.001669449081803005,0.001669449081803005
2020-01-01,2020-12-31,18,0.005008347245409015,0.005008347245409015
2020-01-01,2020-12-31,16,0.00333889816360601,0.00333889816360601
2020-01-01,2020-12-31,5,0.011686143572621035,0.011686143572621035
2020-01-01,2020-12-31,6,0.011686143572621035,0.011686143572621035
2020-01-01,2020-12-31,15,0.001669449081803005,0.001669449081803005
2020-01-01,2020-12-31,12,0.001669449081803005,0.001669449081803005
2020-01-01,2020-12-31,8,0.00333889816360601,0.00333889816360601
2020-01-01,2020-12-31,40,0.001669449081803005,0.001669449081803005
2020-01-01,2020-12-31,11,0.00333889816360601,0.00333889816360601
2020-01-01,2020-12-31,17,0.001669449081803005,0.001669449081803005
2020-01-01,2020-12-31,13,0.001669449081803005,0.001669449081803005
2020-01-01,2020-12-31,21,0.001669449081803005,0.001669449081803005
2020-01-01,2020-12-31,26,0.001669449081803005,0.001669449081803005
