data_inizio,data_fine,delay,frequenza_delay,binned_frequenza_delay
2020-02-01,2020-03-02,6,0.07043558850787766,0.3975588491717524
2020-02-01,2020-03-02,10,0.05823293172690763,0.32868352223190933
2020-02-01,2020-03-02,2,0.048501699104108745,0.2737576285963383
2020-03-03,2020-04-02,23,0.009808464627741736,0.013622224605813579
2020-03-03,2020-04-02,64,0.0010812480691998764,0.0015016625549715756
2020-03-03,2020-04-02,12,0.027185665739882608,0.037756087096428186
2020-03-03,2020-04-02,7,0.07198022860673463,0.09996782151667918
2020-03-03,2020-04-02,14,0.019385233240654928,0.026922664378418965
2020-03-03,2020-04-02,9,0.07228915662650602,0.10039686796095677
2020-03-03,2020-04-02,24,0.007954896509113376,0.01104794594014802
2020-03-03,2020-04-02,66,0.0006950880444856349,0.0009653544996245844
2020-03-03,2020-04-02,11,0.03344145814025332,0.04644427759304945
2020-03-03,2020-04-02,8,0.0730614766759345,0.10146948407165075
2020-03-03,2020-04-02,22,0.009267840593141797,0.012871393328327792
2020-03-03,2020-04-02,3,0.060318195860364535,0.08377131824520004
2020-03-03,2020-04-02,4,0.08812171763978993,0.12238549823018342
2020-03-03,2020-04-02,13,0.022397281433426012,0.031105867210125496
2020-03-03,2020-04-02,28,0.0068736484399135,0.009546283385176445
2020-03-03,2020-04-02,49,0.0020852641334569047,0.002896063498873753
2020-03-03,2020-04-02,36,0.005329008341056534,0.00740105116378848
2020-03-03,2020-04-02,1,0.019848625270312018,0.027566234044835353
2020-03-03,2020-04-02,47,0.002162496138399753,0.003003325109943151
2020-03-03,2020-04-02,15,0.017222737102255175,0.023919339268475812
2020-03-03,2020-04-02,26,0.007877664504170528,0.010940684329078623
2020-03-03,2020-04-02,19,0.011893728761198642,0.01651828810468733
2020-03-03,2020-04-02,123,0.00015446400988569664,0.00021452322213879653
2020-03-03,2020-04-02,35,0.005329008341056534,0.00740105116378848
2020-03-03,2020-04-02,42,0.004402224281742354,0.006113911830955701
2020-03-03,2020-04-02,39,0.003166512202656781,0.004397726053845329
2020-03-03,2020-04-02,20,0.010349088662341674,0.014373055883299367
2020-03-03,2020-04-02,45,0.003166512202656781,0.004397726053845329
2020-03-03,2020-04-02,116,7.723200494284832e-5,0.00010726161106939826
2020-03-03,2020-04-02,85,0.00030892801977139327,0.00042904644427759305
2020-03-03,2020-04-02,40,0.0037071362372567192,0.005148557331331117
2020-03-03,2020-04-02,37,0.0035526722273710224,0.0049340341091923205
2020-03-03,2020-04-02,29,0.00641025641025641,0.008902713718760056
2020-03-03,2020-04-02,31,0.006950880444856348,0.009653544996245843
2020-03-03,2020-04-02,94,0.00023169601482854495,0.0003217848332081948
2020-03-03,2020-04-02,41,0.003938832252085264,0.005470342164539311
2020-03-03,2020-04-02,43,0.003398208217485326,0.004719510887053523
2020-03-03,2020-04-02,32,0.005637936360827927,0.007830097608066073
2020-03-03,2020-04-02,75,0.0003861600247142416,0.0005363080553469913
2020-03-03,2020-04-02,148,0.00015446400988569664,0.00021452322213879653
2020-03-03,2020-04-02,16,0.015214704973741118,0.021130537380671457
2020-03-03,2020-04-02,46,0.0030892801977139327,0.00429046444277593
2020-03-03,2020-04-02,27,0.007028112449799197,0.009760806607315242
2020-03-03,2020-04-02,52,0.0013129440840284213,0.0018234473881797704
2020-03-03,2020-04-02,88,0.00015446400988569664,0.00021452322213879653
2020-03-03,2020-04-02,17,0.01552363299351251,0.02155958382494905
2020-03-03,2020-04-02,30,0.006719184430027804,0.009331760163037649
2020-03-03,2020-04-02,61,0.0011584800741427247,0.001608924166040974
2020-03-03,2020-04-02,38,0.0037071362372567192,0.005148557331331117
2020-03-03,2020-04-02,53,0.001699104108742663,0.0023597554435267616
2020-03-03,2020-04-02,21,0.010889712696941613,0.015123887160785155
2020-03-03,2020-04-02,76,0.0004633920296570899,0.0006435696664163896
2020-03-03,2020-04-02,65,0.0005406240345999382,0.0007508312774857878
2020-03-03,2020-04-02,25,0.007723200494284831,0.010726161106939826
2020-03-03,2020-04-02,86,0.00030892801977139327,0.00042904644427759305
2020-03-03,2020-04-02,78,7.723200494284832e-5,0.00010726161106939826
2020-03-03,2020-04-02,109,0.00015446400988569664,0.00021452322213879653
2020-03-03,2020-04-02,55,0.0016218721037998146,0.0022524938324573634
2020-03-03,2020-04-02,92,0.00015446400988569664,0.00021452322213879653
2020-03-03,2020-04-02,34,0.004711152301513748,0.006542958275233294
2020-03-03,2020-04-02,73,0.0005406240345999382,0.0007508312774857878
2020-03-03,2020-04-02,44,0.002394192153228298,0.0033251099431513462
2020-03-03,2020-04-02,127,0.00015446400988569664,0.00021452322213879653
2020-03-03,2020-04-02,175,7.723200494284832e-5,0.00010726161106939826
2020-03-03,2020-04-02,58,0.001235712079085573,0.0017161857771103722
2020-03-03,2020-04-02,168,7.723200494284832e-5,0.00010726161106939826
2020-03-03,2020-04-02,135,0.00015446400988569664,0.00021452322213879653
2020-03-03,2020-04-02,54,0.0015446400988569664,0.002145232221387965
2020-04-03,2020-05-03,5,0.06487488415199258,0.65625
