Time, Density
0, 0.268993288590604
0.9556313993174079, 0.10577181208053693
1.9795221843003432, 0.09395973154362414
2.8668941979522202, 0.08268456375838928
3.9590443686006864, 0.08053691275167785
4.914675767918091, 0.06657718120805373
5.9385665529010225, 0.05798657718120809
6.962457337883961, 0.045100671140939574
7.986348122866893, 0.027919463087248353
9.010238907849832, 0.020939597315436265
9.965870307167236, 0.017181208053691333
10.989761092150168, 0.017718120805369164
11.94539249146758, 0.012348993288590626
12.969283276450511, 0.010738255033557076
13.99317406143345, 0.008053691275167807
15.017064846416382, 0.006442953020134257
16.04095563139932, 0.005369127516778538
16.99658703071672, 0.0059060402684563695
17.952218430034133, 0.0059060402684563695
19.044368600682592, 0.004295302013422819
20.000000000000004, 0.005369127516778538
21.092150170648463, 0.0037583892617449877
22.1160409556314, 0.003221476510067156
23.00341296928328, 0.004295302013422819
23.959044368600683, 0.002147651006711382
25.05119453924915, 0.0016107382550335503
26.006825938566553, 0.003221476510067156
27.030716723549485, 0.003221476510067156
28.054607508532424, 0.0010738255033557187
29.01023890784983, 0.0010738255033557187
30.102389078498295, 0.0016107382550335503
30.98976109215017, 0.0016107382550335503
32.0136518771331, 0.0010738255033557187
32.96928327645051, 0.0005369127516778871
34.06143344709898, 0.0005369127516778871
35.085324232081916, 0.0005369127516778871
36.040955631399314, 0.0016107382550335503
36.996587030716725, -0.0005369127516778316
38.020477815699664, 0.0005369127516778871
39.04436860068259, 0.0005369127516778871
40.06825938566553, 0.0005369127516778871
