Time, Density
0, 0.018198198198198193
1.0273972602739718, 0.043243243243243246
1.986301369863014, 0.04072072072072072
3.013698630136986, 0.043423423423423424
4.041095890410958, 0.04828828828828828
4.93150684931507, 0.049369369369369365
6.095890410958905, 0.05351351351351351
6.986301369863014, 0.046486486486486484
8.01369863013699, 0.050990990990990984
8.972602739726028, 0.04198198198198198
10, 0.043423423423423424
10.958904109589042, 0.043243243243243246
11.917808219178081, 0.041261261261261256
13.972602739726028, 0.036936936936936934
12.945205479452056, 0.033333333333333326
15, 0.0281081081081081
15.958904109589042, 0.028648648648648647
16.986301369863014, 0.027207207207207207
18.013698630136986, 0.024144144144144147
18.904109589041095, 0.02162162162162161
20.000000000000004, 0.014954954954954955
21.027397260273975, 0.015315315315315325
22.054794520547947, 0.013873873873873871
22.945205479452053, 0.013153153153153144
24.04109589041096, 0.014774774774774763
24.999999999999996, 0.010270270270270263
26.095890410958905, 0.010810810810810811
26.98630136986301, 0.00954954954954955
28.013698630136982, 0.007207207207207189
29.041095890410954, 0.01207207207207206
30.000000000000004, 0.008108108108108109
31.027397260273975, 0.01063063063063062
31.986301369863018, 0.006846846846846832
33.013698630136986, 0.005765765765765776
34.04109589041096, 0.005585585585585584
35, 0.005045045045045049
36.0958904109589, 0.0046846846846846785
37.12328767123287, 0.005045045045045049
38.082191780821915, 0.0019819819819819895
38.97260273972603, 0.002342342342342346
40.06849315068493, 0.0046846846846846785
